Rank,Title,Director,Tagline,Overview,Runtime,Genres,Release Year,Cast,Rating
6802,Hunger,Steve McQueen,"An odyssey, in which the smallest gestures become epic and when the body is the last resource for protest.","The story of Bobby Sands, the IRA member who led the 1981 hunger strike during The Troubles in which Irish Republican prisoners tried to win political status.",96,"Drama, History",2008,"Michael Fassbender, Stuart Graham, Liam Cunningham, Helena Bereen, Laine Megaw, Brian Milligan, Liam McMahon, Karen Hassan, Frank McCusker, Lalor Roddy, Des McAleer, Helen Madden",7.25
6803,License to Drive,Greg Beeman,Some guys get all the brakes!,"Teenager Les Anderson thinks his life can't get any worse after he flunks his driver's exam, but he's wrong. Even though he didn't receive his license, Les refuses to break his date with the cool Mercedes Lane, and he decides to lift his family's prize luxury car for the occasion. Unfortunately, Mercedes sneaks some booze along and passes out drunk, and a confused Les makes the bad decision of enlisting his rebellious friend, Dean, to help.",90,"Comedy, Family",1988,"Corey Haim, Corey Feldman, Carol Kane, Richard Masur, Heather Graham, Michael Manasseri, Harvey Miller, Michael A. Nickles, Nina Siemaszko, Grant Goodeve, James Avery, Grant Heslov",6.557
6804,Gothika,Mathieu Kassovitz,Because someone is dead doesn't mean they're gone.,"After a car crash, a criminal psychologist regains consciousness only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband—but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.",98,"Horror, Thriller, Mystery",2003,"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch, Bernard Hill, Penélope Cruz, Dorian Harewood, Bronwen Mantel, Kathleen Mackey, Matthew G. Taylor, Michel Perron, Andrea Sheldon",6.086
6805,Sorry If I Call You Love,Joaquín Llamas,,"A successful, attractive, intelligent and brilliant advertising executive is longing to finally find emotional stability in his life, and decides to propose to his girlfriend. After she refuses his proposal, his life takes a turn when a new young lady enters his life.",105,"Romance, Drama",2014,"Paloma Bloyd, Daniele Liotti, Irene Montalà, Andrea Duro, Cristina Brondo, Jan Cornet, Pablo Chiapella, Joel Bosqued, Lucía Guerrero, Marina Gatell, Àlex Batllori, Adrià Collado",7.467
6806,Death Rides a Horse,Giulio Petroni,When You've Waited Fifteen Years To Find A Man... It's A Shame You Can Only Kill Him Once!,"Bill Meceita, a boy whose family was murdered in front of him by a gang, sets out 15 years later to exact revenge. On his journey, he finds himself continually sparring and occasionally cooperating with Ryan, a gunfighter on his own quest for vengeance, who knows more than he says about Bill's tragedy.",114,Western,1967,"Lee Van Cleef, John Phillip Law, Mario Brega, Luigi Pistilli, José Torres, Anthony Dawson, Franco Balducci, Guglielmo Spoletini, Bruno Corazzari, Angelo Susani, Felicita Fanny, Giuseppe Castellano",7.035
6807,Cry Freedom,Richard Attenborough,The true story of the friendship that shook South Africa and awakened the world.,"A dramatic story, based on actual events, about the friendship between two men struggling against apartheid in South Africa in the 1970s. Donald Woods is a white liberal journalist in South Africa who begins to follow the activities of Stephen Biko, a courageous and outspoken black anti-apartheid activist.",157,Drama,1987,"Kevin Kline, Denzel Washington, Penelope Wilton, Kate Hardie, John Matshikiza, Zakes Mokae, John Thaw, Kevin McNally, John Hargreaves, Juanita Waterman, Julian Glover, Josette Simon",7.059
6808,Married to the Mob,Jonathan Demme,They're her family... Whether she likes it or not.,"Angela de Marco is fed up with her gangster husband's line of work and wants no part of the crime world. When her husband is killed for having an affair with the mistress of mob boss Tony ""The Tiger"" Russo, Angela and her son depart for New York City to make a fresh start. Unfortunately, Tony has set his sights upon Angela -- and so has an undercover FBI agent looking to use her to bust Tony.",104,"Comedy, Crime, Romance",1988,"Michelle Pfeiffer, Matthew Modine, Dean Stockwell, Alec Baldwin, Mercedes Ruehl, Oliver Platt, Joan Cusack, Colin Quinn, Ellen Foley, O-Lan Jones, Nancy Travis, Joe Spinell",5.92
6809,The Idiots,Lars von Trier,Society is the mother of all Idiots.,With his first Dogma-95 film director Lars von Trier opens up a completely new film platform. With a mix of home-video and documentary styles the film tells the story of a group of young people who have decided to get to know their “inner-idiots” and thus not only facing and breaking their outer appearance but also their inner.,114,"Drama, Comedy",1998,"Bodil Jørgensen, Jens Albinus, Anne Louise Hassing, Troels Lyby, Nikolaj Lie Kaas, Louise Mieritz, Henrik Prip, Luis Mesonero, Knud Romer Jørgensen, Trine Michelsen, Anne-Grethe Bjarup Riis, Paprika Steen",6.447
6810,An Egg Rescue,"Rodolfo Riva Palacio Alatriste, Gabriel Riva Palacio Alatriste",,Toto and his friends must rescue his egg children after they're taken away for a gourmet food event in Africa.,89,"Animation, Comedy, Adventure, Family",2021,"Bruno Bichir, Maite Perroni, Carlos Espejel, Angélica Vale, Dione Riva Palacio Santacruz, Oliver Díaz Barba, Mayra Rojas, Ariel Miramontes, Jesús Ochoa, Freddy Ortega, Germán Ortega, Rodolfo Riva Palacio Alatriste",7.818
6811,I Am Sam,Jessie Nelson,Love is all you need.,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.",132,Drama,2001,"Sean Penn, Michelle Pfeiffer, Dianne Wiest, Dakota Fanning, Richard Schiff, Loretta Devine, Marin Hinkle, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley DeSantis, Doug Hutchison",7.6
6812,Strangers on a Train,Alfred Hitchcock,It starts with a shriek of a train whistle... and ends with shrieking excitement!,"Two strangers meet on a train. They’ve never met before. Both of whom have someone they’d like to murder. So, they swap murders. A psychopath shares this concept with tennis star Guy Haines, whose wife refuses to get a divorce. He agrees, thinking it is a joke. But now his wife is dead, Haines finds himself a prime suspect and the man wants Guy to kill his father.",101,"Crime, Thriller",1951,"Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll, Patricia Hitchcock, Kasey Rogers, Marion Lorne, Jonathan Hale, Howard St. John, John Brown, Norma Varden, Robert Gist",7.68
6813,The Woman in Black 2: Angel of Death,Tom Harper,She Never Left,"40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.",98,"Thriller, Horror, Drama",2014,"Phoebe Fox, Helen McCrory, Jeremy Irvine, Oaklee Pendergast, Ned Dennehy, Adrian Rawlins, Leanne Best, Leilah de Meza, Amelia Pidgeon, Hayley Joanne Bacon, Jorge Leon Martinez, Leigh Dent",5.249
6814,Run Lola Run,Tom Tykwer,Every second of every day you're faced with a decision that can change your life.,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",81,"Action, Drama, Thriller",1998,"Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri, Armin Rohde, Joachim Król, Ludger Pistor, Suzanne von Borsody, Sebastian Schipper, Julia Lindig, Lars Rudolph, Andreas Petri",7.3
6815,Jackass 4.5,Jeff Tremaine,,"Through outrageous, never-before-seen footage, witness the making of the Jackass crew's last go at wild stunts.",90,"Comedy, Documentary, Action",2022,"Johnny Knoxville, Steve-O, Chris Pontius, Dave England, Ehren McGhehey, Jason Acuña, Preston Lacy, Zach Holmes, Sean McInerney, Jasper Dolphin, Rachel Wolfson, Spike Jonze",6.471
6816,Hitman: Agent Jun,Choi Won-sub,Oh Shoot! I Drew The Secret Stories.,"A top secret agent fakes his death to start a new life as a comic artist. When his new career goes poorly and he's unable to provide for his family, he drunk draws a comic about his exciting past. But when it gets posted online and becomes a massive hit, trouble from that past comes looking for him.",110,"Action, Comedy",2020,"Kwon Sang-woo, Jeong Jun-ho, Hwang Woo-seul-hye, Lee Yi-kyung, Lee Ji-won, Heo Sung-tae, Jo Woon, Heo Dong-won, Lee Jun-hyeok, Lee Joong-ok, Ju Seo-eun, Park Doo-sik",7.358
6817,Bully,Larry Clark,It's 4 a.m... do you know where your kids are?,"A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanor has proved too much.",113,"Crime, Drama",2001,"Brad Renfro, Nick Stahl, Rachel Miner, Michael Pitt, Daniel Franzese, Bijou Phillips, Leo Fitzpatrick, Kelli Garner, Alan Lilly, Jessica Sutta, Nathalie Paulding, Olivia Burnette",6.7
6818,Empire of Passion,Nagisa Ōshima,The haunting of a passionate love.,"In a small Japanese village at the end of the 19th century, a rickshaw driver's wife takes on a much younger lover and the two conspire to murder him.",105,"Drama, Romance, Horror",1978,"Takahiro Tamura, Kazuko Yoshiyuki, Tatsuya Fuji, Takuzō Kawatani, Akiko Koyama, Taiji Tonoyama, Kenzō Kawarasaki, Sumie Sasaki, Eizô Kitamura, Takaaki Sugiura, Akiyoshi Fujiwara, Masami Hasegawa",7.023
6819,The Vikings,Richard Fleischer,Mightiest Of Men... Mightiest Of Spectacles... Mightiest Of Motion Pictures!,"Einar, brutal son of Ragnar and future heir to his throne, tangles with Eric, a wily slave, for the hand of a beautiful English maiden.",115,"Action, Adventure, History",1958,"Kirk Douglas, Tony Curtis, Ernest Borgnine, Janet Leigh, James Donald, Alexander Knox, Maxine Audley, Frank Thring, Eileen Way, Edric Connor, Dandy Nichols, Per Buckhøj",7.033
6820,Zombeavers,Jordan Rubin,You'll be dammed!,College friends find their weekend of sex and debauchery ruined when deadly zombie beavers swarm their riverside cabin.,85,"Horror, Action, Comedy",2014,"Rachel Melvin, Cortney Palm, Lexi Atkins, Hutch Dano, Jake Weary, Peter Gilroy, Rex Linn, Brent Briscoe, Phyllis Katz, Bill Burr, John Mayer, Megan Hilborne",4.9
6821,The Big Hit,Kirk Wong Chi-Keung,Nothing's more dangerous than some nice guys... with a little time to kill.,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",91,"Action, Adventure, Comedy, Thriller, Crime, Drama",1998,"Mark Wahlberg, Lou Diamond Phillips, Christina Applegate, China Chow, Avery Brooks, Antonio Sabàto, Jr., Bokeem Woodbine, Elliott Gould, Lainie Kazan, Robin Dunne, Danny Smith, Sab Shimono",5.9
6822,Trading Paint,Karzan Kader,Racing is in their blood,"A stock car racing legend is drawn back to the dirt track when his son, an aspiring driver, joins a rival racing team.",87,"Action, Drama",2019,"John Travolta, Shania Twain, Michael Madsen, Margaret Bowman, Toby Sebastian, Jonathan  Aidan Cockrell, Barry Corbin, Jen Baker, Rosabell Laurenti Sellers, Kevin Dunn, Buck Taylor, Luis Da Silva Jr.",5.374
6823,The Producers,Mel Brooks,Hollywood Never Faced a Zanier Zero Hour!,"Broadway producer, Max Bialystock and his accountant, Leo Bloom plan to make money by charming little old ladies to invest in a production many times over what it will actually cost, and then put on a sure-fire flop, so nobody will ask for their money back – and what can be a more certain flop than a tasteless musical celebrating Hitler.",88,Comedy,1968,"Zero Mostel, Gene Wilder, Estelle Winwood, Christopher Hewett, Kenneth Mars, Lee Meredith, Renée Taylor, Andréas Voutsinas, William Hickey, David Patch, Barney Martin, Madlyn Cates",7.093
6824,Love the Coopers,Jessie Nelson,"Christmas means comfort, joy and chaos.","When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",107,"Drama, Comedy, Family",2015,"Diane Keaton, John Goodman, Ed Helms, Amanda Seyfried, Alan Arkin, Steve Martin, Olivia Wilde, Marisa Tomei, Jake Lacy, June Squibb, Alex Borstein, Anthony Mackie",5.993
6825,18 Year Old Virgin,Tamara Olson,She Has One Night to Lose it All. Not as Easy as You'd Think.,"In a series of sexual mishaps, a high school senior tries to lose her virginity on the last night before graduation.",86,Comedy,2009,"Olivia May, Lauren Walsh, Todd Leigh, Dustin Harnish, Karmen Morales, Dan Sykes, J. Michael Trautmann, Robbie Henke, Seth Cassell, Dustin Fitzsimons, Danielle Gatto, Conor Moriarty",3.9
6826,Duck Duck Goose,Christopher Jenkins,Family can be a wild ride,"After he’s grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world.",82,"Animation, Family, Adventure, Comedy",2018,"Jim Gaffigan, Zendaya, Lance Lim, Greg Proops, Natasha Leggero, Stephen Fry, Craig Ferguson, Carl Reiner, Jennifer Grey, Reggie Watts, Diedrich Bader, Rick Overton",6.248
6827,Camp Rock 2: The Final Jam,Paul Hoen,It's all about the music.,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition – featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",98,"Comedy, Music, TV Movie",2010,"Demi Lovato, Joe Jonas, Nick Jonas, Kevin Jonas, Alyson Stoner, Roshon Fegan, Meaghan Jette Martin, Chloe Bridges, Maria Canals-Barrera, Daniel Fathers, Daniel Kash, Matthew Finley",6.329
